chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
10	90579651	90611601	ANKRD22	503	6	0.011928
10	90694829	90751154	ACTA2	503	3	0.005964
10	91190054	91295351	SLC16A12	503	73	0.145129
10	91215746	91227908	SLC16A12-AS1	503	73	0.145129
10	91461345	91534700	KIF20B	503	7	0.013917
10	92631707	92668313	RPP30	503	2	0.003976
10	94211439	94333852	IDE	503	13	0.025845
10	94352885	94415152	KIF11	503	13	0.025845
10	95066184	95242091	MYOF	503	91	0.180915
10	95256367	95288849	CEP55	503	98	0.194831
10	96162296	96296089	TBC1D12	503	3	0.005964
10	96305522	96361856	HELLS	503	3	0.005964
10	97071528	97321128	SORBS1	503	25	0.049702
10	97512961	97849992	ENTPD1-AS1	503	78	0.155070
10	97667720	97792441	CC2D2B	503	78	0.155070
10	97889470	97965047	ZNF518A	503	80	0.159046
10	97951453	98031333	BLNK	503	80	0.159046
10	98277865	98346769	TM9SF3	503	14	0.027833
10	98353070	98480271	PIK3AP1	503	50	0.099404
10	111967361	112047123	MXI1	503	0	0.000000
10	112050486	112064678	SMNDC1	503	9	0.017893
10	114133872	114188138	ACSL5	503	3	0.005964
10	121485557	121588663	INPP5F	503	54	0.107356
10	121588914	121633140	MCMBP	503	55	0.109344
10	121652240	121704169	SEC23IP	503	54	0.107356
10	124030809	124097685	BTBD16	503	31	0.061630
10	124221067	124274423	HTRA1	503	18	0.035785
10	126490386	126525236	ABRAXAS2	503	53	0.105368
10	128593976	129250781	DOCK1	503	64	0.127237
10	129705365	129884119	PTPRE	503	11	0.021869
10	129855994	129860689	AS-PTPRE	503	11	0.021869
10	129894921	129924687	MKI67	503	88	0.174950
10	134351289	134596984	INPP5A	503	12	0.023857
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
11	790473	798281	SLC25A22	503	3	0.005964
11	1244294	1283402	MUC5B	503	38	0.075547
11	3696238	3818784	NUP98	503	72	0.143141
11	4790207	4791168	OR51F1	503	130	0.258449
11	6518508	6593255	DNHD1	503	6	0.011928
11	6616300	6624846	RRP8	503	6	0.011928
11	8060178	8127654	TUB	503	0	0.000000
11	8633582	8680383	TRIM66	503	60	0.119284
11	8714897	8932498	DENND2B	503	0	0.000000
11	8932734	8941626	AKIP1	503	34	0.067594
11	8941621	8954494	C11orf16	503	34	0.067594
11	9002121	9025548	NRIP3	503	36	0.071571
11	9041021	9113146	SCUBE2	503	30	0.059642
11	9406197	9469674	IPO7	503	59	0.117296
11	9779838	9832866	SBF2-AS1	503	3	0.005964
11	9800212	10315754	SBF2	503	4	0.007952
11	10562781	10621479	MRVI1-AS1	503	12	0.023857
11	10594636	10715535	MRVI1	503	12	0.023857
11	11863517	11983434	USP47	503	177	0.351889
11	11984524	12030917	DKK3	503	0	0.000000
11	13690213	13753893	FAR1	503	46	0.091451
11	20409074	20530884	PRMT3	503	5	0.009940
11	20621152	20680831	SLC6A5	503	18	0.035785
11	20691095	21597232	NELL1	503	14	0.027833
11	24518597	25104184	LUZP2	503	7	0.013917
11	26210668	26684836	ANO3	503	23	0.045726
11	30031275	30038577	KCNA4	503	17	0.033797
11	32409319	32457085	WT1	503	56	0.111332
11	33106128	33183037	CSTF3	503	15	0.029821
11	36505317	36531822	TRAF6	503	11	0.021869
11	36589561	36601312	RAG1	503	0	0.000000
11	44117097	44273531	EXT2	503	3	0.005964
11	47440318	47448024	PSMC3	503	4	0.007952
11	47459313	47470688	RAPSN	503	4	0.007952
11	47586980	47595013	PTPMT1	503	4	0.007952
11	47600624	47606114	NDUFS3	503	4	0.007952
11	47799633	47870096	NUP160	503	4	0.007952
11	48002109	48192391	PTPRJ	503	42	0.083499
11	56184732	56185708	OR5R1	503	90	0.178926
11	57067114	57092426	TNKS1BP1	503	37	0.073559
11	57093460	57103366	SSRP1	503	37	0.073559
11	57105824	57139869	P2RX3	503	35	0.069583
11	57791351	57949088	OR9Q1	503	0	0.000000
11	60552804	60568778	MS4A10	503	6	0.011928
11	61281184	61348548	SYT7	503	4	0.007952
11	68671317	68708069	IGHMBP2	503	11	0.021869
11	71639766	71708643	RNF121	503	3	0.005964
11	71996537	72145728	CLPB	503	46	0.091451
11	73019319	73080433	ARHGEF17	503	13	0.025845
11	73111530	73309157	FAM168A	503	13	0.025845
11	73357624	73373864	PLEKHB1	503	15	0.029821
11	74041359	74109478	PGM2L1	503	2	0.003976
11	83166053	85339417	DLG2	503	54	0.107356
11	85405262	85522202	SYTL2	503	26	0.051690
11	86152148	86383678	ME3	503	84	0.166998
11	86502111	86663952	PRSS23	503	108	0.214712
11	89867829	89926062	NAALAD2	503	55	0.109344
11	89933595	89956532	CHORDC1	503	54	0.107356
11	91958198	92629639	FAT3	503	2	0.003976
11	95523623	95565857	CEP57	503	22	0.043738
11	95566042	95657371	MTMR2	503	22	0.043738
11	98891677	100229616	CNTN5	503	109	0.216700
11	100558017	100864672	ARHGAP42	503	50	0.099404
11	100900353	101000544	PGR	503	164	0.326044
11	101322293	101454738	TRPC6	503	103	0.204771
11	102267061	102323496	TMEM123	503	61	0.121272
11	102562216	102576500	MMP27	503	0	0.000000
11	102641231	102651359	MMP10	503	63	0.125249
11	102733465	102745712	MMP12	503	124	0.246521
11	102813722	102826461	MMP13	503	40	0.079523
11	102980153	103350591	DYNC2H1	503	72	0.143141
11	107197069	107328572	CWF19L2	503	14	0.027833
11	107373451	107436461	ALKBH8	503	14	0.027833
11	111473171	111601579	SIK2	503	7	0.013917
11	111652917	111742305	ALG9	503	6	0.011928
11	111779286	111794464	CRYAB	503	7	0.013917
11	111783458	111797595	HSPB2-C11orf52	503	7	0.013917
11	111789635	111797595	C11orf52	503	7	0.013917
11	111797866	111893377	DIXDC1	503	7	0.013917
11	111896130	111935128	DLAT	503	7	0.013917
11	111934732	111944895	PIH1D2	503	7	0.013917
11	113185303	113244019	TTC12	503	1	0.001988
11	116706831	116726445	APOA1-AS	503	21	0.041750
11	116714124	116969144	SIK3	503	21	0.041750
11	117049457	117068158	SIDT2	503	21	0.041750
11	117192492	117283982	CEP164	503	0	0.000000
11	117298486	117688229	DSCAML1	503	15	0.029821
11	118754599	118768496	CXCR5	503	7	0.013917
11	118764582	118781251	BCL9L	503	7	0.013917
11	119981992	120008821	TRIM29	503	5	0.009940
11	120107345	120190654	POU2F3	503	4	0.007952
11	120207120	120360646	ARHGEF12	503	1	0.001988
11	122753234	122834570	JHY	503	11	0.021869
11	122940578	123065956	CLMP	503	12	0.023857
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
12	299245	323323	SLC6A12	503	15	0.029821
12	389221	498486	KDM5A	503	22	0.043738
12	1901127	2027818	CACNA2D4	503	137	0.272366
12	7187521	7245041	C1R	503	2	0.003976
12	7247148	7261810	C1RL	503	2	0.003976
12	7260902	7274447	C1RL-AS1	503	2	0.003976
12	7276280	7282601	RBP5	503	2	0.003976
12	7282965	7311541	CLSTN3	503	2	0.003976
12	10163224	10171399	CLEC12B	503	28	0.055666
12	10167949	10183205	LOC102724020	503	28	0.055666
12	12510010	12624167	BORCS5	503	85	0.168986
12	12626214	12715797	DUSP16	503	77	0.153082
12	14518564	14655869	ATF7IP	503	0	0.000000
12	14765564	14849533	GUCY2C	503	3	0.005964
12	15033796	15038788	MGP	503	4	0.007952
12	21417532	21548371	SLCO1A2	503	121	0.240557
12	21654721	21671342	GOLT1B	503	54	0.107356
12	22346323	22487648	ST8SIA1	503	159	0.316103
12	22778103	22843599	ETNK1	503	80	0.159046
12	25261221	25348094	CASC1	503	145	0.288270
12	25629014	25801512	LMNTD1	503	1	0.001988
12	26488283	26986127	ITPR2	503	303	0.602386
12	27124510	27167317	TM7SF3	503	75	0.149105
12	27397217	27478892	STK38L	503	72	0.143141
12	29302209	29488549	FAR2	503	28	0.055666
12	29490283	29534105	ERGIC2	503	28	0.055666
12	32259739	32536567	BICD1	503	0	0.000000
12	32832132	32898584	DNM1L	503	3	0.005964
12	32943678	33049780	PKP2	503	19	0.037773
12	39046003	39299393	CPNE8	503	13	0.025845
12	39943833	40013605	ABCD2	503	0	0.000000
12	40148825	40499883	SLC2A13	503	17	0.033797
12	40618797	40763087	LRRK2	503	19	0.037773
12	40787194	40964559	MUC19	503	4	0.007952
12	41086239	41466217	CNTN1	503	33	0.065606
12	41582120	41968547	PDZRN4	503	3	0.005964
12	42850557	42983548	PRICKLE1	503	1	0.001988
12	43747667	43946006	ADAMTS20	503	35	0.069583
12	44152745	44183346	IRAK4	503	11	0.021869
12	44187524	44200120	TWF1	503	12	0.023857
12	45456399	45459194	RACGAP1P	503	7	0.013917
12	48128144	48152663	RAPGEF3	503	95	0.188867
12	48722761	48724062	H1-7	503	77	0.153082
12	49932811	49952120	KCNH3	503	1	0.001988
12	49952075	49961928	MCRS1	503	1	0.001988
12	50030280	50101188	FMNL3	503	1	0.001988
12	50135338	50158717	TMBIM6	503	1	0.001988
12	50184933	50222196	NCKAP5L	503	11	0.021869
12	52281885	52285511	ANKRD33	503	19	0.037773
12	52771594	52779436	KRT84	503	51	0.101392
12	52959564	52967627	KRT74	503	234	0.465209
12	52979371	52995247	KRT72	503	0	0.000000
12	53215190	53228095	KRT79	503	37	0.073559
12	53231586	53242778	KRT78	503	39	0.077535
12	53662081	53687422	ESPL1	503	0	0.000000
12	54747473	54860814	LOC102724050	503	1	0.001988
12	54789043	54813050	ITGA5	503	1	0.001988
12	54973028	54982443	PPP1R1A	503	20	0.039761
12	57489189	57505145	STAT6	503	2	0.003976
12	57522264	57607144	LRP1	503	2	0.003976
12	58141508	58146093	CDK4	503	1	0.001988
12	58156115	58160861	CYP27B1	503	1	0.001988
12	58176526	58196639	TSFM	503	1	0.001988
12	58191157	58209852	AVIL	503	1	0.001988
12	59265935	59314319	LRIG3	503	34	0.067594
12	69080756	69139589	NUP107	503	17	0.033797
12	69979237	69995350	CCT2	503	135	0.268390
12	70037286	70093196	BEST3	503	167	0.332008
12	70132638	70216984	RAB3IP	503	179	0.355865
12	71031851	71314518	PTPRR	503	28	0.055666
12	77157852	77247481	ZDHHC17	503	24	0.047714
12	78224672	78606790	NAV3	503	76	0.151093
12	86268071	86276770	NTS	503	118	0.234592
12	86349444	87232777	MGAT4C	503	8	0.015905
12	89813493	89919824	POC1B	503	0	0.000000
12	96051581	96184933	NTN4	503	171	0.339960
12	96260824	96336392	CCDC38	503	185	0.367793
12	96883353	97269333	CFAP54	503	2	0.003976
12	98847616	98850923	SLC9A7P1	503	91	0.180915
12	99039066	99129211	APAF1	503	92	0.182903
12	100430848	100536652	UHRF1BP1L	503	1	0.001988
12	100593863	100618202	ACTR6	503	1	0.001988
12	100597445	100660857	DEPDC4	503	1	0.001988
12	100867642	100958192	NR1H4	503	0	0.000000
12	101673881	101780396	UTP20	503	5	0.009940
12	102139275	102224737	GNPTAB	503	8	0.015905
12	102271356	102317390	DRAM1	503	9	0.017893
12	102513947	102591298	PARPBP	503	14	0.027833
12	102789650	102874341	IGF1	503	15	0.029821
12	103981049	104160497	STAB2	503	119	0.236581
12	104324186	104341704	HSP90B1	503	91	0.180915
12	104359580	104382656	TDG	503	91	0.180915
12	104382759	104457955	GLT8D2	503	91	0.180915
12	105413566	105478236	ALDH1L2	503	1	0.001988
12	109038883	109125326	CORO1C	503	13	0.025845
12	109171965	109251359	SSH1	503	11	0.021869
12	109991518	110011309	MMAB	503	81	0.161034
12	110011597	110035930	MVK	503	81	0.161034
12	110562160	110656598	IFT81	503	10	0.019881
12	110719050	110788898	ATP2A2	503	9	0.017893
12	110810703	110841535	ANAPC7	503	8	0.015905
12	110940134	110971361	RAD9B	503	8	0.015905
12	110971048	111021123	PPTC7	503	8	0.015905
12	111348621	111358404	MYL2	503	13	0.025845
12	113587661	113597081	CFAP73	503	77	0.153082
12	114791733	114846247	TBX5	503	7	0.013917
12	117890815	118406795	KSR2	503	116	0.230616
12	120972157	121015391	RNF10	503	58	0.115308
12	121438287	121454290	C12orf43	503	58	0.115308
12	121570677	121625835	P2RX7	503	62	0.123260
12	121647930	121671909	P2RX4	503	59	0.117296
12	121675493	121736111	CAMKK2	503	60	0.119284
12	124246846	124420267	DNAH10	503	59	0.117296
12	127137490	127174864	LOC100996671	503	21	0.041750
12	129277737	129308503	SLC15A4	503	105	0.208748
12	130822430	130857182	PIWIL1	503	42	0.083499
12	130880676	131200850	RIMBP2	503	92	0.182903
12	131438450	131626014	ADGRD1	503	21	0.041750
12	132434485	132565005	EP400	503	4	0.007952
12	133408940	133464204	CHFR	503	249	0.495030
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
13	23755058	23899304	SGCG	503	109	0.216700
13	25946110	26599989	ATP8A2	503	0	0.000000
13	27640291	27745948	USP12	503	11	0.021869
13	27825690	27830705	RPL21	503	0	0.000000
13	28120048	28194666	LNX2	503	67	0.133201
13	28194878	28241548	POLR1D	503	55	0.109344
13	31709108	31736525	HSPH1	503	1	0.001988
13	32605909	32873262	FRY	503	26	0.051690
13	35516422	36246874	NBEA	503	59	0.117296
13	36342787	36706076	DCLK1	503	3	0.005964
13	39612446	39624246	NHLRC3	503	46	0.091451
13	40229762	40365803	COG6	503	70	0.139165
13	42614170	42830720	DGKH	503	0	0.000000
13	42846286	42897397	AKAP11	503	1	0.001988
13	47345389	47371296	ESD	503	9	0.017893
13	48877881	49056026	RB1	503	8	0.015905
13	49063097	49110031	RCBTB2	503	8	0.015905
13	49228063	49285362	CYSLTR2	503	5	0.009940
13	51935711	52027172	INTS6	503	6	0.011928
13	60970589	61148013	TDRD3	503	60	0.119284
13	66876964	67804468	PCDH9	503	2	0.003976
13	72012096	72441342	DACH1	503	5	0.009940
13	73356269	73590599	PIBF1	503	153	0.304175
13	76194568	76434006	LMO7	503	0	0.000000
13	77454308	77460540	KCTD12	503	17	0.033797
13	77579393	77601294	FBXL3	503	18	0.035785
13	77618790	77901229	MYCBP2	503	45	0.089463
13	78109807	78219398	SCEL	503	11	0.021869
13	78393070	78482577	EDNRB-AS1	503	15	0.029821
13	78469614	78549662	EDNRB	503	15	0.029821
13	95672081	95953705	ABCC4	503	80	0.159046
13	99336053	99404926	SLC15A1	503	23	0.045726
13	99445681	99738948	DOCK9	503	39	0.077535
13	101706126	102068859	NALCN	503	6	0.011928
13	103338095	103346871	METTL21C	503	77	0.153082
13	108870738	108886591	ABHD13	503	11	0.021869
13	109248251	109860353	MYO16	503	109	0.216700
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
14	20754384	20774110	TTC5	503	95	0.188867
14	31091458	31205056	SCFD1	503	24	0.047714
14	35221935	35344566	BAZ1A	503	77	0.153082
14	35452102	35498773	SRP54	503	83	0.165010
14	35550285	35582336	LOC101927178	503	73	0.145129
14	35554671	35591749	PPP2R3C	503	72	0.143141
14	35591756	35746828	PRORP	503	72	0.143141
14	35747762	35786699	PSMA6	503	66	0.131213
14	42076057	42373752	LRFN5	503	9	0.017893
14	50110268	50155098	POLE2	503	2	0.003976
14	50474029	50571761	LINC01599	503	46	0.091451
14	50575353	50583290	VCPKMT	503	46	0.091451
14	50583846	50698296	SOS2	503	46	0.091451
14	51441977	51562422	TRIM9	503	2	0.003976
14	53173916	53195308	PSMC6	503	5	0.009940
14	53196882	53241707	STYX	503	5	0.009940
14	53323987	53417815	FERMT2	503	5	0.009940
14	55308721	55369544	GCH1	503	31	0.061630
14	55405665	55493817	WDHD1	503	42	0.083499
14	55595968	55612148	LGALS3	503	77	0.153082
14	55614851	55658303	DLGAP5	503	78	0.155070
14	55738137	55820329	FBXO34	503	79	0.157058
14	55880926	55907263	TBPL2	503	73	0.145129
14	56046923	56151302	KTN1	503	60	0.119284
14	59655383	59838123	DAAM1	503	90	0.178926
14	59951159	59972128	JKAMP	503	57	0.113320
14	60062692	60337494	RTN1	503	90	0.178926
14	60558627	60614939	PCNX4	503	3	0.005964
14	60610835	60636582	DHRS7	503	3	0.005964
14	63166180	63512176	KCNH5	503	28	0.055666
14	66974123	67648525	GPHN	503	17	0.033797
14	67853699	67878882	PLEK2	503	17	0.033797
14	69340838	69446083	ACTN1	503	20	0.039761
14	70242131	70263958	SLC10A1	503	160	0.318091
14	70510930	70655787	SLC8A3	503	114	0.226640
14	71189241	71276230	MAP3K9	503	35	0.069583
14	71374174	71582099	PCNX1	503	20	0.039761
14	71787191	72207926	SIPA1L1	503	4	0.007952
14	73393170	73428775	DCAF4	503	67	0.133201
14	74318532	74352429	PTGR2	503	127	0.252485
14	74353560	74399224	ZNF410	503	127	0.252485
14	74486050	74532795	BBOF1	503	126	0.250497
14	74523548	74551156	ALDH6A1	503	126	0.250497
14	75179845	75205323	FCF1	503	4	0.007952
14	75230017	75304021	YLPM1	503	4	0.007952
14	75319734	75330537	PROX2	503	4	0.007952
14	75408531	75422467	PGF	503	3	0.005964
14	75894425	75940810	JDP2	503	6	0.011928
14	76127587	76421422	TTLL5	503	12	0.023857
14	77741297	77787225	POMT2	503	35	0.069583
14	77787377	77797940	GSTZ1	503	39	0.077535
14	77893016	77923983	VIPAS39	503	10	0.019881
14	78138745	78174366	ALKBH1	503	47	0.093439
14	80962819	81408082	CEP128	503	15	0.029821
14	81937889	82000205	SEL1L	503	6	0.011928
14	90722895	90741773	PSMC1	503	1	0.001988
14	90990906	91282774	TTC7B	503	2	0.003976
14	91737665	91884164	CCDC88C	503	33	0.065606
14	91923479	91976824	PPP4R3A	503	2	0.003976
14	92047040	92198430	CATSPERB	503	11	0.021869
14	92246088	92333880	TC2N	503	29	0.057654
14	92432333	92506403	TRIP11	503	18	0.035785
14	92588311	92638489	CPSF2	503	8	0.015905
14	92788923	92967825	SLC24A4	503	99	0.196819
14	93403257	93582270	ITPK1	503	24	0.047714
14	100437757	100610573	EVL	503	29	0.057654
14	100610292	100625982	DEGS2	503	28	0.055666
14	103058984	103196898	RCOR1	503	17	0.033797
14	103243784	103377837	TRAF3	503	11	0.021869
14	104378623	104387866	ATP5MPL	503	32	0.063618
14	104394791	104519004	TDRD9	503	33	0.065606
14	105403588	105444711	AHNAK2	503	36	0.071571
14	105675621	105781914	BRF1	503	3	0.005964
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
15	33010203	33037307	GREM1	503	19	0.037773
15	33603166	34158322	RYR3	503	88	0.174950
15	34521983	34630258	SLC12A6	503	13	0.025845
15	38746326	38779911	FAM98B	503	14	0.027833
15	38780302	38857015	RASGRP1	503	14	0.027833
15	40674920	40686489	KNSTRN	503	95	0.188867
15	41221536	41231271	DLL4	503	2	0.003976
15	41245667	41248710	CHAC1	503	2	0.003976
15	41271076	41408478	INO80	503	2	0.003976
15	41709300	41775761	RTF1	503	3	0.005964
15	42140342	42186251	SPTBN5	503	37	0.073559
15	42188129	42264755	EHD4	503	50	0.099404
15	51633850	51700197	GLDN	503	6	0.011928
15	52407295	52483589	GNB5	503	2	0.003976
15	52472221	52498076	CERNA1	503	2	0.003976
15	52484517	52588001	MYO5C	503	2	0.003976
15	52873516	52970831	FAM214A	503	2	0.003976
15	53047248	53082533	ONECUT1	503	3	0.005964
15	54270636	54925638	UNC13C	503	38	0.075547
15	55903740	56035350	PRTG	503	23	0.045726
15	56119113	56285810	NEDD4	503	77	0.153082
15	56657620	56738195	TEX9	503	51	0.101392
15	56720920	56757335	MNS1	503	51	0.101392
15	56922372	57026284	ZNF280D	503	25	0.049702
15	62939508	63136830	TLN2	503	16	0.031809
15	63613575	63674309	CA12	503	65	0.129225
15	63900815	64126147	HERC1	503	26	0.051690
15	64457722	64648372	CSNK1G1	503	62	0.123260
15	65032088	65067788	RBPMS2	503	69	0.137177
15	65107829	65117846	PIF1	503	19	0.037773
15	65204099	65251033	ANKDD1A	503	24	0.047714
15	65440555	65477680	CLPX	503	2	0.003976
15	65487096	65503811	CILP	503	2	0.003976
15	65550435	65579221	PARP16	503	0	0.000000
15	67813467	67822484	C15orf61	503	1	0.001988
15	70340127	70390256	TLE3	503	14	0.027833
15	74471805	74502046	STRA6	503	160	0.318091
15	75074419	75095539	CSK	503	2	0.003976
15	75105174	75118095	LMAN1L	503	2	0.003976
15	79724676	79764646	MINAR1	503	0	0.000000
15	80135887	80189627	MTHFS	503	17	0.033797
15	80135887	80215448	ST20-MTHFS	503	17	0.033797
15	83211949	83317546	CPEB1	503	19	0.037773
15	83316519	83361572	CPEB1-AS1	503	19	0.037773
15	83328031	83378660	AP3B2	503	19	0.037773
15	83517733	83621472	HOMER2	503	13	0.025845
15	84322873	84708594	ADAMTSL3	503	237	0.471173
15	85359909	85416713	ALPK3	503	269	0.534791
15	85427890	85518880	SLC28A1	503	193	0.383698
15	85523696	85682373	PDE8A	503	263	0.522863
15	85923832	86292589	AKAP13	503	257	0.510934
15	86622849	87572283	AGBL1	503	38	0.075547
15	88402980	88799970	NTRK3	503	7	0.013917
15	89859534	89878055	POLG	503	6	0.011928
15	90014636	90039814	RHCG	503	5	0.009940
15	90931472	91045471	IQGAP1	503	6	0.011928
15	91073153	91188577	CRTC3	503	6	0.011928
15	91445610	91465815	MAN2A2	503	76	0.151093
15	91509268	91537765	PRC1	503	73	0.145129
15	91509597	91531854	PRC1-AS1	503	73	0.145129
15	91541644	91565851	VPS33B	503	114	0.226640
15	101420034	101456831	ALDH1A3	503	2	0.003976
15	101432546	101459488	LOC101927751	503	2	0.003976
15	101459560	101618462	LRRK1	503	6	0.011928
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
16	1662359	1727909	CRAMP1	503	5	0.009940
16	3589031	3627404	NLRC3	503	61	0.121272
16	3631180	3661607	SLX4	503	63	0.125249
16	3775053	3930714	CREBBP	503	6	0.011928
16	4746509	4784378	ANKS3	503	24	0.047714
16	4784536	4799397	C16orf71	503	23	0.045726
16	4798238	4817163	ZNF500	503	23	0.045726
16	8985949	9057763	USP7	503	63	0.125249
16	19567023	19712485	VPS35L	503	1	0.001988
16	56651371	56652730	MT1L	503	14	0.027833
16	57496589	57505921	POLR2C	503	37	0.073559
16	57702216	57723290	ADGRG3	503	1	0.001988
16	58283838	58317740	CCDC113	503	2	0.003976
16	68679211	68734195	CDH3	503	7	0.013917
16	69743302	69760463	NQO1	503	4	0.007952
16	69775755	69788871	NOB1	503	4	0.007952
16	70695105	70719956	MTSS2	503	9	0.017893
16	70721340	70835061	VAC14	503	10	0.019881
16	74481336	74641012	GLG1	503	1	0.001988
16	74705751	74734760	MLKL	503	1	0.001988
16	75182420	75206132	ZFP1	503	2	0.003976
16	75327606	75467401	CFDP1	503	11	0.021869
16	76311297	76594654	CNTNAP4	503	217	0.431412
16	77316023	77468931	ADAMTS18	503	115	0.228628
16	78056443	78065998	CLEC3A	503	273	0.542744
16	78133549	79246564	WWOX	503	237	0.471173
16	81812894	81996290	PLCG2	503	5	0.009940
16	87439852	87526630	ZCCHC14	503	29	0.057654
16	88718346	88729499	MVD	503	2	0.003976
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
17	1682777	1733196	SMYD4	503	2	0.003976
17	4573067	4607432	PELP1	503	200	0.397614
17	4613925	4624792	ARRB2	503	198	0.393638
17	4801064	4806393	CHRNE	503	2	0.003976
17	7215978	7218679	GPS2	503	2	0.003976
17	7218945	7232654	NEURL4	503	2	0.003976
17	7284406	7293085	TNK1	503	23	0.045726
17	7293044	7307450	TMEM256-PLSCR3	503	23	0.045726
17	7306292	7307416	TMEM256	503	23	0.045726
17	7589387	7606820	WRAP53	503	4	0.007952
17	7621060	7737029	DNAH2	503	32	0.063618
17	7743222	7758114	KDM6B	503	25	0.049702
17	7759997	7788738	NAA38	503	24	0.047714
17	7761319	7765600	CYB5D1	503	24	0.047714
17	7825175	7832753	KCNAB3	503	20	0.039761
17	7833661	7835317	TRAPPC1	503	20	0.039761
17	7835397	7853238	CNTROB	503	20	0.039761
17	8023908	8027424	HES7	503	31	0.061630
17	8075773	8079698	TMEM107	503	22	0.043738
17	8152605	8173804	PFAS	503	48	0.095427
17	8191079	8198718	SLC25A35	503	19	0.037773
17	8191986	8193405	RANGRF	503	19	0.037773
17	8213557	8225834	ARHGEF15	503	17	0.033797
17	12569205	12672266	MYOCD	503	14	0.027833
17	12575177	12609452	MYOCD-AS1	503	14	0.027833
17	12894927	12921381	ELAC2	503	4	0.007952
17	13397347	13505246	HS3ST3A1	503	137	0.272366
17	13972819	14111994	COX10	503	65	0.129225
17	25621138	25642952	WSB1	503	15	0.029821
17	33474834	33516364	UNC45B	503	1	0.001988
17	33901812	33905590	PEX12	503	15	0.029821
17	37913966	38020565	IKZF3	503	29	0.057654
17	38024453	38034149	ZPBP2	503	35	0.069583
17	38060846	38074903	GSDMB	503	34	0.067594
17	38278222	38293170	MSL1	503	16	0.031809
17	38296788	38328424	CASC3	503	16	0.031809
17	38544775	38574148	TOP2A	503	16	0.031809
17	38810915	38821429	KRT222	503	0	0.000000
17	42282406	42298672	UBTF	503	12	0.023857
17	55912140	55927405	MRPS23	503	24	0.047714
17	65066558	65241312	HELZ	503	19	0.037773
17	75084765	75213183	SEC14L1	503	16	0.031809
17	76000316	76104916	TNRC6C	503	4	0.007952
17	76670127	76778424	CYTH1	503	3	0.005964
17	76791732	76836609	USP36	503	2	0.003976
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
18	214518	268047	THOC1	503	1	0.001988
18	316735	500701	COLEC12	503	22	0.043738
