chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
11	33106128	33183037	CSTF3	201	3	0.014925
11	36505317	36531822	TRAF6	177	3	0.016949
11	36589561	36601312	RAG1	201	0	0.000000
11	44117097	44273531	EXT2	201	0	0.000000
11	47440318	47448024	PSMC3	201	1	0.004975
11	47459313	47470688	RAPSN	201	1	0.004975
11	47586980	47595013	PTPMT1	201	1	0.004975
11	47600624	47606114	NDUFS3	201	1	0.004975
11	47799633	47870096	NUP160	201	1	0.004975
11	48002109	48192391	PTPRJ	201	20	0.099502
11	56184732	56185708	OR5R1	201	30	0.149254
11	57067114	57092426	TNKS1BP1	201	14	0.069652
11	57093460	57103366	SSRP1	201	15	0.074627
11	57105824	57139869	P2RX3	201	14	0.069652
11	57791351	57949088	OR9Q1	199	0	0.000000
11	60552804	60568778	MS4A10	201	1	0.004975
11	61281184	61348548	SYT7	178	0	0.000000
11	68671317	68708069	IGHMBP2	201	5	0.024876
11	71639766	71708643	RNF121	199	2	0.010050
11	71996537	72145728	CLPB	201	16	0.079602
11	73019319	73080433	ARHGEF17	201	1	0.004975
11	73111530	73309157	FAM168A	181	1	0.005525
11	73357624	73373864	PLEKHB1	201	2	0.009950
11	74041359	74109478	PGM2L1	191	1	0.005236
11	83166053	85339417	DLG2	200	20	0.100000
11	85405262	85522202	SYTL2	201	10	0.049751
11	86152148	86383678	ME3	201	25	0.124378
11	86502111	86663952	PRSS23	201	41	0.203980
11	89867829	89926062	NAALAD2	201	20	0.099502
11	89933595	89956532	CHORDC1	197	19	0.096447
11	91958198	92629639	FAT3	201	0	0.000000
11	95523623	95565857	CEP57	201	5	0.024876
11	95566042	95657371	MTMR2	188	5	0.026596
11	98891677	100229616	CNTN5	175	28	0.160000
11	100558017	100864672	ARHGAP42	201	26	0.129353
11	100900353	101000544	PGR	201	54	0.268657
11	101322293	101454738	TRPC6	193	33	0.170984
11	102267061	102323496	TMEM123	201	30	0.149254
11	102562216	102576500	MMP27	201	0	0.000000
11	102641231	102651359	MMP10	201	27	0.134328
11	102733465	102745712	MMP12	201	52	0.258706
11	102813722	102826461	MMP13	199	16	0.080402
11	102980153	103350591	DYNC2H1	201	24	0.119403
11	107197069	107328572	CWF19L2	201	10	0.049751
11	107373451	107436461	ALKBH8	201	9	0.044776
11	111473171	111601579	SIK2	201	8	0.039801
11	111652917	111742305	ALG9	195	4	0.020513
11	111779286	111794464	CRYAB	201	6	0.029851
11	111783458	111797595	HSPB2-C11orf52	201	6	0.029851
11	111789635	111797595	C11orf52	201	6	0.029851
11	111797866	111893377	DIXDC1	201	6	0.029851
11	111896130	111935128	DLAT	194	4	0.020619
11	111934732	111944895	PIH1D2	201	6	0.029851
11	113185303	113244019	TTC12	181	0	0.000000
11	116706831	116726445	APOA1-AS	182	4	0.021978
11	116714124	116969144	SIK3	182	4	0.021978
11	117049457	117068158	SIDT2	200	13	0.065000
11	117192492	117283982	CEP164	201	0	0.000000
11	117298486	117688229	DSCAML1	196	6	0.030612
11	118754599	118768496	CXCR5	201	3	0.014925
11	118764582	118781251	BCL9L	201	3	0.014925
11	119981992	120008821	TRIM29	201	2	0.009950
11	120107345	120190654	POU2F3	201	0	0.000000
11	120207120	120360646	ARHGEF12	201	0	0.000000
11	122753234	122834570	JHY	201	5	0.024876
11	122940578	123065956	CLMP	201	3	0.014925
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
12	299245	323323	SLC6A12	201	12	0.059701
12	389221	498486	KDM5A	201	7	0.034826
12	1901127	2027818	CACNA2D4	201	36	0.179104
12	7187521	7245041	C1R	201	0	0.000000
12	7247148	7261810	C1RL	177	0	0.000000
12	7260902	7274447	C1RL-AS1	200	0	0.000000
12	7276280	7282601	RBP5	201	0	0.000000
12	7282965	7311541	CLSTN3	201	0	0.000000
12	10163224	10171399	CLEC12B	199	16	0.080402
12	10167949	10183205	LOC102724020	191	14	0.073298
12	12510010	12624167	BORCS5	201	37	0.184080
12	12626214	12715797	DUSP16	201	41	0.203980
12	14518564	14655869	ATF7IP	201	0	0.000000
12	14765564	14849533	GUCY2C	201	0	0.000000
12	15033796	15038788	MGP	201	0	0.000000
12	21417532	21548371	SLCO1A2	201	64	0.318408
12	21654721	21671342	GOLT1B	200	15	0.075000
12	22346323	22487648	ST8SIA1	200	50	0.250000
12	22778103	22843599	ETNK1	178	24	0.134831
12	25261221	25348094	CASC1	187	53	0.283422
12	25629014	25801512	LMNTD1	201	1	0.004975
12	26488283	26986127	ITPR2	201	95	0.472637
12	27124510	27167317	TM7SF3	201	35	0.174129
12	27397217	27478892	STK38L	201	30	0.149254
12	29302209	29488549	FAR2	201	15	0.074627
12	29490283	29534105	ERGIC2	197	14	0.071066
12	32259739	32536567	BICD1	201	0	0.000000
12	32832132	32898584	DNM1L	201	2	0.009950
12	32943678	33049780	PKP2	201	14	0.069652
12	39046003	39299393	CPNE8	201	4	0.019900
12	39943833	40013605	ABCD2	201	0	0.000000
12	40148825	40499883	SLC2A13	201	11	0.054726
12	40618797	40763087	LRRK2	198	13	0.065657
12	40787194	40964559	MUC19	201	4	0.019900
12	41086239	41466217	CNTN1	201	21	0.104478
12	41582120	41968547	PDZRN4	201	0	0.000000
12	42850557	42983548	PRICKLE1	201	3	0.014925
12	43747667	43946006	ADAMTS20	201	10	0.049751
12	44152745	44183346	IRAK4	177	4	0.022599
12	44187524	44200120	TWF1	201	5	0.024876
12	45456399	45459194	RACGAP1P	201	7	0.034826
12	48128144	48152663	RAPGEF3	201	21	0.104478
12	48722761	48724062	H1-7	199	40	0.201005
12	49932811	49952120	KCNH3	201	1	0.004975
12	49952075	49961928	MCRS1	197	1	0.005076
12	50030280	50101188	FMNL3	201	1	0.004975
12	50135338	50158717	TMBIM6	201	1	0.004975
12	50184933	50222196	NCKAP5L	194	3	0.015464
12	52281885	52285511	ANKRD33	201	6	0.029851
12	52771594	52779436	KRT84	201	30	0.149254
12	52959564	52967627	KRT74	201	88	0.437811
12	52979371	52995247	KRT72	201	0	0.000000
12	53215190	53228095	KRT79	201	16	0.079602
12	53231586	53242778	KRT78	201	16	0.079602
12	53662081	53687422	ESPL1	201	0	0.000000
12	54747473	54860814	LOC102724050	201	0	0.000000
12	54789043	54813050	ITGA5	201	0	0.000000
12	54973028	54982443	PPP1R1A	200	3	0.015000
12	57489189	57505145	STAT6	201	0	0.000000
12	57522264	57607144	LRP1	201	0	0.000000
12	58141508	58146093	CDK4	201	2	0.009950
12	58156115	58160861	CYP27B1	201	2	0.009950
12	58176526	58196639	TSFM	201	2	0.009950
12	58191157	58209852	AVIL	199	1	0.005025
12	59265935	59314319	LRIG3	195	9	0.046154
12	69080756	69139589	NUP107	201	2	0.009950
12	69979237	69995350	CCT2	201	65	0.323383
12	70037286	70093196	BEST3	201	72	0.358209
12	70132638	70216984	RAB3IP	192	49	0.255208
12	71031851	71314518	PTPRR	201	21	0.104478
12	77157852	77247481	ZDHHC17	201	8	0.039801
12	78224672	78606790	NAV3	201	26	0.129353
12	86268071	86276770	NTS	201	42	0.208955
12	86349444	87232777	MGAT4C	192	6	0.031250
12	89813493	89919824	POC1B	201	0	0.000000
12	96051581	96184933	NTN4	201	64	0.318408
12	96260824	96336392	CCDC38	200	63	0.315000
12	96883353	97269333	CFAP54	201	0	0.000000
12	98847616	98850923	SLC9A7P1	201	27	0.134328
12	99039066	99129211	APAF1	201	41	0.203980
12	100430848	100536652	UHRF1BP1L	201	0	0.000000
12	100593863	100618202	ACTR6	201	0	0.000000
12	100597445	100660857	DEPDC4	201	0	0.000000
12	100867642	100958192	NR1H4	196	0	0.000000
12	101673881	101780396	UTP20	201	3	0.014925
12	102139275	102224737	GNPTAB	201	5	0.024876
12	102271356	102317390	DRAM1	186	4	0.021505
12	102513947	102591298	PARPBP	194	2	0.010309
12	102789650	102874341	IGF1	193	1	0.005181
12	103981049	104160497	STAB2	201	45	0.223881
12	104324186	104341704	HSP90B1	201	38	0.189055
12	104359580	104382656	TDG	198	29	0.146465
12	104382759	104457955	GLT8D2	198	31	0.156566
12	105413566	105478236	ALDH1L2	186	1	0.005376
12	109038883	109125326	CORO1C	194	2	0.010309
12	109171965	109251359	SSH1	201	3	0.014925
12	109991518	110011309	MMAB	200	19	0.095000
12	110011597	110035930	MVK	201	24	0.119403
12	110562160	110656598	IFT81	194	5	0.025773
12	110719050	110788898	ATP2A2	201	5	0.024876
12	110810703	110841535	ANAPC7	201	5	0.024876
12	110940134	110971361	RAD9B	201	5	0.024876
12	110971048	111021123	PPTC7	201	5	0.024876
12	111348621	111358404	MYL2	201	6	0.029851
12	113587661	113597081	CFAP73	200	20	0.100000
12	114791733	114846247	TBX5	201	0	0.000000
12	117890815	118406795	KSR2	199	42	0.211055
12	120972157	121015391	RNF10	201	29	0.144279
12	121438287	121454290	C12orf43	201	22	0.109453
12	121570677	121625835	P2RX7	201	28	0.139303
12	121647930	121671909	P2RX4	201	21	0.104478
12	121675493	121736111	CAMKK2	201	20	0.099502
12	124246846	124420267	DNAH10	201	24	0.119403
12	127137490	127174864	LOC100996671	188	4	0.021277
12	129277737	129308503	SLC15A4	186	39	0.209677
12	130822430	130857182	PIWIL1	201	12	0.059701
12	130880676	131200850	RIMBP2	201	47	0.233831
12	131438450	131626014	ADGRD1	186	5	0.026882
12	132434485	132565005	EP400	201	1	0.004975
12	133408940	133464204	CHFR	201	99	0.492537
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
13	23755058	23899304	SGCG	201	37	0.184080
13	25946110	26599989	ATP8A2	201	0	0.000000
13	27640291	27745948	USP12	201	9	0.044776
13	27825690	27830705	RPL21	188	0	0.000000
13	28120048	28194666	LNX2	195	17	0.087179
13	28194878	28241548	POLR1D	201	21	0.104478
13	31709108	31736525	HSPH1	201	0	0.000000
13	32605909	32873262	FRY	201	12	0.059701
13	35516422	36246874	NBEA	201	24	0.119403
13	36342787	36706076	DCLK1	201	3	0.014925
13	39612446	39624246	NHLRC3	201	24	0.119403
13	40229762	40365803	COG6	201	35	0.174129
13	42614170	42830720	DGKH	201	0	0.000000
13	42846286	42897397	AKAP11	200	0	0.000000
13	47345389	47371296	ESD	201	1	0.004975
13	48877881	49056026	RB1	201	2	0.009950
13	49063097	49110031	RCBTB2	198	2	0.010101
13	49228063	49285362	CYSLTR2	201	3	0.014925
13	51935711	52027172	INTS6	201	2	0.009950
13	60970589	61148013	TDRD3	200	21	0.105000
13	66876964	67804468	PCDH9	200	0	0.000000
13	72012096	72441342	DACH1	199	5	0.025126
13	73356269	73590599	PIBF1	200	50	0.250000
13	76194568	76434006	LMO7	201	0	0.000000
13	77454308	77460540	KCTD12	201	9	0.044776
13	77579393	77601294	FBXL3	201	3	0.014925
13	77618790	77901229	MYCBP2	201	10	0.049751
13	78109807	78219398	SCEL	201	13	0.064677
13	78393070	78482577	EDNRB-AS1	201	15	0.074627
13	78469614	78549662	EDNRB	201	15	0.074627
13	95672081	95953705	ABCC4	201	36	0.179104
13	99336053	99404926	SLC15A1	201	12	0.059701
13	99445681	99738948	DOCK9	201	15	0.074627
13	101706126	102068859	NALCN	201	9	0.044776
13	103338095	103346871	METTL21C	201	27	0.134328
13	108870738	108886591	ABHD13	201	3	0.014925
13	109248251	109860353	MYO16	201	43	0.213930
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
14	20754384	20774110	TTC5	201	29	0.144279
14	31091458	31205056	SCFD1	201	15	0.074627
14	35221935	35344566	BAZ1A	201	41	0.203980
14	35452102	35498773	SRP54	201	50	0.248756
14	35550285	35582336	LOC101927178	201	42	0.208955
14	35554671	35591749	PPP2R3C	201	42	0.208955
14	35591756	35746828	PRORP	201	39	0.194030
14	35747762	35786699	PSMA6	201	35	0.174129
14	42076057	42373752	LRFN5	201	9	0.044776
14	50110268	50155098	POLE2	201	1	0.004975
14	50474029	50571761	LINC01599	201	7	0.034826
14	50575353	50583290	VCPKMT	201	7	0.034826
14	50583846	50698296	SOS2	201	7	0.034826
14	51441977	51562422	TRIM9	201	0	0.000000
14	53173916	53195308	PSMC6	201	1	0.004975
14	53196882	53241707	STYX	197	1	0.005076
14	53323987	53417815	FERMT2	201	1	0.004975
14	55308721	55369544	GCH1	201	6	0.029851
14	55405665	55493817	WDHD1	201	14	0.069652
14	55595968	55612148	LGALS3	201	28	0.139303
14	55614851	55658303	DLGAP5	201	31	0.154229
14	55738137	55820329	FBXO34	201	31	0.154229
14	55880926	55907263	TBPL2	201	31	0.154229
14	56046923	56151302	KTN1	201	41	0.203980
14	59655383	59838123	DAAM1	201	35	0.174129
14	59951159	59972128	JKAMP	201	20	0.099502
14	60062692	60337494	RTN1	201	35	0.174129
14	60558627	60614939	PCNX4	201	0	0.000000
14	60610835	60636582	DHRS7	201	0	0.000000
14	63166180	63512176	KCNH5	201	20	0.099502
14	66974123	67648525	GPHN	201	13	0.064677
14	67853699	67878882	PLEK2	201	12	0.059701
14	69340838	69446083	ACTN1	201	6	0.029851
14	70242131	70263958	SLC10A1	200	67	0.335000
14	70510930	70655787	SLC8A3	201	50	0.248756
14	71189241	71276230	MAP3K9	201	11	0.054726
14	71374174	71582099	PCNX1	201	4	0.019900
14	71787191	72207926	SIPA1L1	201	1	0.004975
14	73393170	73428775	DCAF4	201	21	0.104478
14	74318532	74352429	PTGR2	201	46	0.228856
14	74353560	74399224	ZNF410	201	48	0.238806
14	74486050	74532795	BBOF1	201	52	0.258706
14	74523548	74551156	ALDH6A1	193	43	0.222798
14	75179845	75205323	FCF1	201	2	0.009950
14	75230017	75304021	YLPM1	201	2	0.009950
14	75319734	75330537	PROX2	201	2	0.009950
14	75408531	75422467	PGF	201	1	0.004975
14	75894425	75940810	JDP2	201	2	0.009950
14	76127587	76421422	TTLL5	201	1	0.004975
14	77741297	77787225	POMT2	201	15	0.074627
14	77787377	77797940	GSTZ1	201	16	0.079602
14	77893016	77923983	VIPAS39	197	2	0.010152
14	78138745	78174366	ALKBH1	201	14	0.069652
14	80962819	81408082	CEP128	188	4	0.021277
14	81937889	82000205	SEL1L	201	0	0.000000
14	90722895	90741773	PSMC1	201	1	0.004975
14	90990906	91282774	TTC7B	191	0	0.000000
14	91737665	91884164	CCDC88C	201	16	0.079602
14	91923479	91976824	PPP4R3A	201	1	0.004975
14	92047040	92198430	CATSPERB	176	2	0.011364
14	92246088	92333880	TC2N	200	10	0.050000
14	92432333	92506403	TRIP11	199	5	0.025126
14	92588311	92638489	CPSF2	201	2	0.009950
14	92788923	92967825	SLC24A4	187	15	0.080214
14	93403257	93582270	ITPK1	201	8	0.039801
14	100437757	100610573	EVL	201	17	0.084577
14	100610292	100625982	DEGS2	201	16	0.079602
14	103058984	103196898	RCOR1	201	1	0.004975
14	103243784	103377837	TRAF3	201	1	0.004975
14	104378623	104387866	ATP5MPL	182	6	0.032967
14	104394791	104519004	TDRD9	201	14	0.069652
14	105403588	105444711	AHNAK2	201	8	0.039801
14	105675621	105781914	BRF1	180	2	0.011111
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
15	33010203	33037307	GREM1	201	5	0.024876
15	33603166	34158322	RYR3	201	33	0.164179
15	34521983	34630258	SLC12A6	197	14	0.071066
15	38746326	38779911	FAM98B	201	9	0.044776
15	38780302	38857015	RASGRP1	201	9	0.044776
15	40674920	40686489	KNSTRN	201	46	0.228856
15	41221536	41231271	DLL4	198	2	0.010101
15	41245667	41248710	CHAC1	201	3	0.014925
15	41271076	41408478	INO80	201	3	0.014925
15	41709300	41775761	RTF1	201	1	0.004975
15	42140342	42186251	SPTBN5	197	11	0.055838
15	42188129	42264755	EHD4	182	10	0.054945
15	51633850	51700197	GLDN	201	1	0.004975
15	52407295	52483589	GNB5	201	0	0.000000
15	52472221	52498076	CERNA1	201	0	0.000000
15	52484517	52588001	MYO5C	201	0	0.000000
15	52873516	52970831	FAM214A	201	3	0.014925
15	53047248	53082533	ONECUT1	201	5	0.024876
15	54270636	54925638	UNC13C	201	15	0.074627
15	55903740	56035350	PRTG	201	10	0.049751
15	56119113	56285810	NEDD4	201	35	0.174129
15	56657620	56738195	TEX9	201	30	0.149254
15	56720920	56757335	MNS1	201	30	0.149254
15	56922372	57026284	ZNF280D	199	7	0.035176
15	62939508	63136830	TLN2	199	7	0.035176
15	63613575	63674309	CA12	201	24	0.119403
15	63900815	64126147	HERC1	201	5	0.024876
15	64457722	64648372	CSNK1G1	201	23	0.114428
15	65032088	65067788	RBPMS2	200	19	0.095000
15	65107829	65117846	PIF1	201	8	0.039801
15	65204099	65251033	ANKDD1A	198	5	0.025253
15	65440555	65477680	CLPX	201	1	0.004975
15	65487096	65503811	CILP	201	1	0.004975
15	65550435	65579221	PARP16	201	0	0.000000
15	67813467	67822484	C15orf61	201	2	0.009950
15	70340127	70390256	TLE3	201	10	0.049751
15	74471805	74502046	STRA6	201	78	0.388060
15	75074419	75095539	CSK	201	0	0.000000
15	75105174	75118095	LMAN1L	201	0	0.000000
15	79724676	79764646	MINAR1	201	0	0.000000
15	80135887	80189627	MTHFS	201	4	0.019900
15	80135887	80215448	ST20-MTHFS	201	4	0.019900
15	83211949	83317546	CPEB1	201	7	0.034826
15	83316519	83361572	CPEB1-AS1	201	7	0.034826
15	83328031	83378660	AP3B2	201	7	0.034826
15	83517733	83621472	HOMER2	201	3	0.014925
15	84322873	84708594	ADAMTSL3	201	92	0.457711
15	85359909	85416713	ALPK3	201	117	0.582090
15	85427890	85518880	SLC28A1	201	89	0.442786
15	85523696	85682373	PDE8A	201	116	0.577114
15	85923832	86292589	AKAP13	201	102	0.507463
15	86622849	87572283	AGBL1	194	9	0.046392
15	88402980	88799970	NTRK3	201	0	0.000000
15	89859534	89878055	POLG	201	2	0.009950
15	90014636	90039814	RHCG	201	2	0.009950
15	90931472	91045471	IQGAP1	201	1	0.004975
15	91073153	91188577	CRTC3	200	1	0.005000
15	91445610	91465815	MAN2A2	201	39	0.194030
15	91509268	91537765	PRC1	201	35	0.174129
15	91509597	91531854	PRC1-AS1	201	35	0.174129
15	91541644	91565851	VPS33B	196	42	0.214286
15	101420034	101456831	ALDH1A3	201	1	0.004975
15	101432546	101459488	LOC101927751	201	1	0.004975
15	101459560	101618462	LRRK1	201	3	0.014925
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
16	1662359	1727909	CRAMP1	201	1	0.004975
16	3589031	3627404	NLRC3	201	30	0.149254
16	3631180	3661607	SLX4	181	22	0.121547
16	3775053	3930714	CREBBP	201	7	0.034826
16	4746509	4784378	ANKS3	201	6	0.029851
16	4784536	4799397	C16orf71	201	6	0.029851
16	4798238	4817163	ZNF500	201	6	0.029851
16	8985949	9057763	USP7	201	27	0.134328
16	19567023	19712485	VPS35L	201	0	0.000000
16	56651371	56652730	MT1L	201	6	0.029851
16	57496589	57505921	POLR2C	201	6	0.029851
16	57702216	57723290	ADGRG3	201	1	0.004975
16	58283838	58317740	CCDC113	201	1	0.004975
16	68679211	68734195	CDH3	201	3	0.014925
16	69743302	69760463	NQO1	201	2	0.009950
16	69775755	69788871	NOB1	201	2	0.009950
16	70695105	70719956	MTSS2	197	6	0.030457
16	70721340	70835061	VAC14	201	6	0.029851
16	74481336	74641012	GLG1	201	0	0.000000
16	74705751	74734760	MLKL	201	0	0.000000
16	75182420	75206132	ZFP1	201	1	0.004975
16	75327606	75467401	CFDP1	201	3	0.014925
16	76311297	76594654	CNTNAP4	201	81	0.402985
16	77316023	77468931	ADAMTS18	201	50	0.248756
16	78056443	78065998	CLEC3A	201	109	0.542289
16	78133549	79246564	WWOX	201	96	0.477612
16	81812894	81996290	PLCG2	201	1	0.004975
16	87439852	87526630	ZCCHC14	201	15	0.074627
16	88718346	88729499	MVD	192	0	0.000000
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
17	1682777	1733196	SMYD4	199	3	0.015075
17	4573067	4607432	PELP1	201	96	0.477612
17	4613925	4624792	ARRB2	201	94	0.467662
17	4801064	4806393	CHRNE	201	2	0.009950
17	7215978	7218679	GPS2	201	1	0.004975
17	7218945	7232654	NEURL4	201	1	0.004975
17	7284406	7293085	TNK1	201	7	0.034826
17	7293044	7307450	TMEM256-PLSCR3	201	7	0.034826
17	7306292	7307416	TMEM256	201	7	0.034826
17	7589387	7606820	WRAP53	201	3	0.014925
17	7621060	7737029	DNAH2	201	11	0.054726
17	7743222	7758114	KDM6B	201	6	0.029851
17	7759997	7788738	NAA38	201	6	0.029851
17	7761319	7765600	CYB5D1	201	6	0.029851
17	7825175	7832753	KCNAB3	187	5	0.026738
17	7833661	7835317	TRAPPC1	201	7	0.034826
17	7835397	7853238	CNTROB	201	7	0.034826
17	8023908	8027424	HES7	185	8	0.043243
17	8075773	8079698	TMEM107	177	2	0.011299
17	8152605	8173804	PFAS	201	21	0.104478
17	8191079	8198718	SLC25A35	201	4	0.019900
17	8191986	8193405	RANGRF	201	4	0.019900
17	8213557	8225834	ARHGEF15	201	4	0.019900
17	12569205	12672266	MYOCD	200	7	0.035000
17	12575177	12609452	MYOCD-AS1	190	7	0.036842
17	12894927	12921381	ELAC2	193	0	0.000000
17	13397347	13505246	HS3ST3A1	201	68	0.338308
17	13972819	14111994	COX10	201	27	0.134328
17	25621138	25642952	WSB1	201	9	0.044776
17	33474834	33516364	UNC45B	201	0	0.000000
17	33901812	33905590	PEX12	201	7	0.034826
17	37913966	38020565	IKZF3	201	11	0.054726
17	38024453	38034149	ZPBP2	201	11	0.054726
17	38060846	38074903	GSDMB	201	11	0.054726
17	38278222	38293170	MSL1	201	9	0.044776
17	38296788	38328424	CASC3	200	9	0.045000
17	38544775	38574148	TOP2A	201	10	0.049751
17	38810915	38821429	KRT222	197	0	0.000000
17	42282406	42298672	UBTF	201	5	0.024876
17	55912140	55927405	MRPS23	201	6	0.029851
17	65066558	65241312	HELZ	201	7	0.034826
17	75084765	75213183	SEC14L1	201	5	0.024876
17	76000316	76104916	TNRC6C	201	4	0.019900
17	76670127	76778424	CYTH1	201	0	0.000000
17	76791732	76836609	USP36	190	0	0.000000
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
18	214518	268047	THOC1	183	1	0.005464
18	316735	500701	COLEC12	201	6	0.029851
